id,article_id,entry_text,entry_hash,author,year,title,journal,volume,pages,publisher,url,doi,position
2886,1797,"Kircher, T. T., Leube, D. T., Erb, M., Grodd, W. & Rapp, A. M. (2007). Neural correlates of metaphor processing in schizophrenia. Neuroimage, 34, 281–9.",01e92dba95fab91e,"Kircher, T. T., Leube, D. T., Erb, M., Grodd, W. & Rapp, A. M",2007,Neural correlates of metaphor processing in schizophrenia,,,,,,,12
2887,1797,"Kircher, T. T., Whitney, C., Krings, T., Huber, W. & Weis, S. (2008). Hippocampal dysfunction during free word association in male patients with schizophrenia. Schizophr Res, 101 (1–3), 242–55.",c3308b6ee2ebb2d0,"Kircher, T. T., Whitney, C., Krings, T., Huber, W. & Weis, S",2008,Hippocampal dysfunction during free word association in male patients with schizophrenia,,101,1–3,,,,13
2888,1797,"Leeson, V. C., Simpson, A., McKenna, P. J. & Laws, K. R. (2005). Executive inhibition and semantic association in schizophrenia. Schizophr Res, 74, 61–7.",afb507b36c61a8ed,"Leeson, V. C., Simpson, A., McKenna, P. J. & Laws, K. R",2005,Executive inhibition and semantic association in schizophrenia,,,,,,,14
2889,1797,"Stirling, J., Hellewell, J., Blakey, A. & Deakin, W. (2006). Thought disorder in schizophrenia is associated with both executive dysfunction and circumscribed impairments in semantic function. Psychol Med, 36, 475–84.",732583c8fbbafec8,"Stirling, J., Hellewell, J., Blakey, A. & Deakin, W",2006,Thought disorder in schizophrenia is associated with both executive dysfunction and circumscribed impairments in semantic function,,,,,,,15
2890,1798,"Wölfel, Dominik Josef (1996): Monumenta Linguae Canariae. Gobierno de Canarias: Dirección General de Patrimonio Histórico, 2 vols.",17cc585cbb06abda,"Wölfel, Dominik Josef",1996,Monumenta Linguae Canariae,,,,,,,10
2891,1819,"Esalred marel skopa etik mihe ared dyrudedne, wate mihe nynis ruweren relyle kidd enure kidd herer eyd stæj methylsi detden ared kidd ienepre herer eyd ruweren earator enens kidd afael. Halliday ared Hasan (1976) edi enens eyd anete nayn marel eyd eses pam aken ichar kenså keni nayn te nareysh etik mihe yskaethel idse marel. Åfos rabe idse ry kin skopa earator enens kidd tili ikito saynred lens etik mihe eyays pam te ataraydi nayn naøek.",402ba70c61afd4b8,"Esalred marel skopa etik mihe ared dyrudedne, wate mihe nynis ruweren relyle kidd enure kidd herer eyd stæj methylsi detden ared kidd ienepre herer eyd ruweren earator enens kidd afael. Halliday ared ",1976,edi enens eyd anete nayn marel eyd eses pam aken ichar kenså keni nayn te nareysh etik mihe yskaethel idse marel,,,,,,,5
2892,1821,"David Ross Winter, ‘The Life and Career of Master Wiger of Utrecht (fl. 1209-1237): An early convert to the Order of Friars Minor’, 
Journal of Medieval History
 31 (2005).",16a81218a3dd5827,"David Ross Winter, ‘The Life and Career of Master Wiger of Utrecht (fl. 1209-1237): An early convert to the Order of Friars Minor’, 
Journal of Medieval History
 31",2005,,"Medieval History
 31 (2005).",,,,,,3
2893,1826,"Bart Jaski, ‘The Vikings and the kingship of Tara’, Peritia 9 (1995).",95faec3de5cae6b1,"Bart Jaski, ‘The Vikings and the kingship of Tara’, Peritia 9",1995,,Peritia,,,,,,11
2894,1834,"Bakker, P. (1987). Autonomous languages: Signed and spoken languages created by children in the light of Bickerton’s bioprogram hypothesis. (Publikaties van het Instituut voor Algemene Taalwetenschap, 53.) Amsterdam: University of Amsterdam.",6b26b1ce539b890f,"Bakker, P",1987,Autonomous languages: Signed and spoken languages created by children in the light of Bickerton’s bioprogram hypothesis,,,,,,,7
2895,1834,"Bakker, P. (1987). Autonomous languages of twins. Acta Genet Med Gemellol (The Mendel Institute, Rome) 36.",5146ccf2c59d8ad7,"Bakker, P",1987,Autonomous languages of twins,,,,,,,8
2896,1834,"Candland, D. K. (1993). Feral children and clever animals: reflections on human nature. Oxford: Oxford University Press.",14fa9d04a26297df,"Candland, D. K",1993,Feral children and clever animals: reflections on human nature,,,,,,,9
2897,1834,"Conard, N. J. (2006). Is the archaeological evidence for early symbolic communication and music consistent with an African origin of language? Paper presented at the Cradle of Language Conference, Spier Estate, Stellenbosch, 6–10 November, 2006.",18e8702d80482c70,"Conard, N. J",2006,"Is the archaeological evidence for early symbolic communication and music consistent with an African origin of language? Paper presented at the Cradle of Language Conference, Spier Estate, Stellenbosch, 6–10 November, 2006",,,,,,,10
2898,1834,"Goldin-Meadow, S. (1982). The resilience of recursion: a study of a communication system developed without a conventional language model. In Wanner and Gleitman (eds.).",6fb97cdf22be4407,"Goldin-Meadow, S",1982,The resilience of recursion: a study of a communication system developed without a conventional language model,,,,,,,11
2899,1834,"Henshilwood, C. (2006). Reading the artefacts: gleaning language skills from the Middle Stone Age in Southern Africa. Paper presented at the Cradle of Language Conference, Spier Estate, Stellenbosch, 6–10 November, 2006.",67559e7d7465aa95,"Henshilwood, C",2006,Reading the artefacts: gleaning language skills from the Middle Stone Age in Southern Africa,Southern Africa. Paper presented at the Cradle of Language Conference,,,,,,12
2900,1834,"Johansson, S. (2001). Animal communication, animal minds and animal language. BA Thesis, University of Lund.",d71f84648dc211d6,"Johansson, S",2001,"Animal communication, animal minds and animal language",,,,,,,13
2901,1838,"Agamben, Giorgio (2005) The State of Exception, Chicago: Chicago University Press.",dbe1b41e4c80bf27,"Agamben, Giorgio",2005,"The State of Exception, Chicago: Chicago University Press",,,,,,,14
2902,1838,"Appadurai, Arjun (1999) 'Dead Certainty: Ethnic Violence in the Era of Globalization', in B. Meyer and P. Geschiere (eds.), Globalization and Identity: Dialectic of Flow and Closure, Oxford: Blackwell, p. 305-325.",367a598b6ea00ed4,"Appadurai, Arjun",1999,"'Dead Certainty: Ethnic Violence in the Era of Globalization', in B",B. Meyer and P. Geschiere (eds.),,305-325,,,,15
2903,1838,"Devji, Faisal (2005) Landscapes of the Jihad: Militancy, Morality, Modernity, London: Hurst and Co.",e34ea125b07c652e,"Devji, Faisal",2005,"Landscapes of the Jihad: Militancy, Morality, Modernity, London: Hurst and Co",,,,,,,16
2904,1838,"Hansen, T.B.; Stepputat, F. (eds.) (2005) Sovereign Bodies: Citizens, Migrants and States in the Postcolonial World, Princeton : Princeton University Press.",294db9c2df228f66,"Hansen, T.B.; Stepputat, F. (eds.)",2005,"Sovereign Bodies: Citizens, Migrants and States in the Postcolonial World, Princeton : Princeton University Press",,,,,,,18
2905,1838,"Hansen, T.B.; Stepputat, F. (2006) 'Sovereignty revisited', Annual Review of Anthropology, vol. 35, p. 295-315.",5d47e31874ca2b62,"Hansen, T.B.; Stepputat, F",2006,"'Sovereignty revisited', Annual Review of Anthropology, vol",,,295-315,,,,19
2906,1838,"Sen, Atreyee (2007) Shiv Sena Women: Violence and Communalism in a Bombay Slum, Bloomington: Indiana University Press.",05fe936689165e72,"Sen, Atreyee",2007,"Shiv Sena Women: Violence and Communalism in a Bombay Slum, Bloomington: Indiana University Press",,,,,,,23
2907,1839,"Brighton, H. (2003). Simplicity as a driving force in linguistic evolution.  
doctoral dissertation, The University of Edinburgh, Edinburgh.",a1d11d140e811ac4,"Brighton, H",2003,Simplicity as a driving force in linguistic evolution,,,,,,,11
2908,1839,"Brighton, H., Kirby, S., & Smith, K. (2005). Cultural selection for learnability: Three principles underlying the view that language adapts to be learnable. In M. Tallerman (Ed.), Language origins: Perspectives on evolution. Oxford: Oxford University Press.",8253d41cb3333d2e,"Brighton, H., Kirby, S., & Smith, K",2005,Cultural selection for learnability: Three principles underlying the view that language adapts to be learnable,M. Tallerman (Ed.),,,,,,12
2909,1839,"Nowak, M. A., & Komarova, N. L. (2001). Towards an evolutionary theory of language. Trends in Cognitive Sciences, 5(7).",389e0e64c20e03e6,"Nowak, M. A., & Komarova, N. L",2001,Towards an evolutionary theory of language,Cognitive Sciences,,,,,,13
2910,1839,"Teal, T. K., & Taylor, C. E. (2000). Effects of compression on language evolution. Artificial Life, 6(2).",0b3a2d871fc5d47f,"Teal, T. K., & Taylor, C. E",2000,Effects of compression on language evolution,,,,,,,15
2911,1840,"Argyle, Michael, and Janet Dean. ""Eye Contact, Distance and Affiliation."" 
Sociometry
 28 (1965).",902b7cae84a31269,"Argyle, Michael, and Janet Dean. ""Eye Contact, Distance and Affiliation."" 
Sociometry
 28",1965,"Eye Contact, Distance and Affiliation.",,,,,,,16
2912,1840,"Ekman, Paul, E. Richard Sorenson and Wallace V. Friesen. ""Pancultural Elements in Facial Displays of Emotion."" 
Science 
164 (1969).",6baf452d3e3eafdd,"Ekman, Paul, E. Richard Sorenson and Wallace V. Friesen. ""Pancultural Elements in Facial Displays of Emotion."" 
Science 
164",1969,Pancultural Elements in Facial Displays of Emotion.,,,,,,,19
2913,1841,"Croft, William (2001) Radical Construction Grammar: Syntactic Theory in Typological Perspective, Oxford University Press, Oxford.",7b83b19a69df6e6d,"Croft, William",2001,"Radical Construction Grammar: Syntactic Theory in Typological Perspective, Oxford University Press, Oxford",Typological Perspective,,,,,,12
2914,1841,"Jackendoff, Ray (2002) Foundations of Language: Brain, Meaning, Grammar, Evolution, Oxford University Press, Oxford.",c84a891484eff187,"Jackendoff, Ray",2002,"Foundations of Language: Brain, Meaning, Grammar, Evolution, Oxford University Press, Oxford",,,,,,,15
2915,1841,"Sowa, John F., & Arun K. Majumdar (2003) ""Analogical reasoning,"" in A. de Moor, W. Lex, & B. Ganter, eds., Conceptual Structures for Knowledge Creation and Communication, LNAI 2746, Springer-Verlag, Berlin.",f5c91f3c108cd2e1,"Sowa, John F., & Arun K. Majumdar",2003,"Analogical reasoning,",A. de Moor,,,,,,16
2916,1841,"Wittgenstein, Ludwig (1922) Tractatus Logico-Philosophicus, Routledge & Kegan Paul, London.",f5d4cc9963bb3ca9,"Wittgenstein, Ludwig",1922,"Tractatus Logico-Philosophicus, Routledge & Kegan Paul, London",,,,,,,17
2917,1908,"Berckmoes, C. & Vingerhoets, G. (2004). Current directions in psychological processing: Neural foundations of emotional speech. Science, 13 (5).",65ca32f511b92482,"Berckmoes, C. & Vingerhoets, G",2004,Current directions in psychological processing: Neural foundations of emotional speech,,,,,,,10
2918,1908,"Chen, A., Gussenhoven, C. , & Rietveld, T. (2004). Language-specificity in the perception of paralinguistic intonational meaning. Language and Speech, 47 (4).",f2f60aab3b286708,"Chen, A., Gussenhoven, C. , & Rietveld, T",2004,Language-specificity in the perception of paralinguistic intonational meaning,,,,,,,11
2919,1908,"Kotz , S.A., Meyer, M., Alter, K., Besson, M., von Cramon, D.Y., & Friederici, A.D. (2003). On the lateralization of emotional prosody: An event-related functional MR investigation. Brain and Language, 86 (3).",6815cb108eddf8e0,"Kotz , S.A., Meyer, M., Alter, K., Besson, M., von Cramon, D.Y., & Friederici, A.D",2003,On the lateralization of emotional prosody: An event-related functional MR investigation,,,,,,,12
2920,1908,"Van Lancker Sidtis, D., Pachana, N., Cummings, J., & Sidtis, J. (2006). Dysprosodic speech following basal ganglia insult: Toward a conceptual framework for the study of the cerebral representation of prosody. Brain and Language, 97.",784d5b3c59518d44,"Van Lancker Sidtis, D., Pachana, N., Cummings, J., & Sidtis, J",2006,Dysprosodic speech following basal ganglia insult: Toward a conceptual framework for the study of the cerebral representation of prosody,,,,,,,13
2921,1911,"Ander, P. & Eriksson, K.-E. (1976). The importance of phenol oxidase activity in lignin degradation by the white-rot fungus Sporotrichum pulverulentum. Arch Microbiol 109.",939b51b6241d37dc,"Ander, P. & Eriksson, K.-E",1976,The importance of phenol oxidase activity in lignin degradation by the white-rot fungus Sporotrichum pulverulentum,,,,,,,40
2922,1911,"Blaich, R. & Esser, K. (1975). Functions of enzymes in wood-destroying fungi.  II. Multiple forms of laccase in white rot fungi. Arch Microbiol 103.",57ea04f62bc2b021,"Blaich, R. & Esser, K",1975,Functions of enzymes in wood-destroying fungi,,,,,,,41
2923,1911,"Blanchette,  R.A.  (1984a).  Manganese  accumulation  in  wood  decayed  by  white  rot  fungi. Phytopathology 74.",bd2386fbf92beabf,"Blanchette,  R.A",1984a,  Manganese  accumulation  in  wood  decayed  by  white  rot  fungi,,,,,,,42
2924,1911,"Dutton,  M.V.  &  Evans,  C.S.  (1996).  Oxalate  production  by  fungi:  its  role  in  pathogenicity  and ecology in the soil environment. Can J Microbiol 42.",6bf5ed6e39f226b3,"Dutton,  M.V.  &  Evans,  C.S",1996,  Oxalate  production  by  fungi:  its  role  in  pathogenicity  and ecology in the soil environment,,,,,,,44
2925,1911,"Hatakka, A. (1994). Lignin-modifying enzymes from selected white-rot fungi: production and role in lignin degradation. FEMS Microbiol Rev 13.",4ea6b97aa5e2e6df,"Hatakka, A",1994,Lignin-modifying enzymes from selected white-rot fungi: production and role in lignin degradation,,,,,,,46
2926,1912,"Dunbar, R. (1996) 
Grooming, Gossip, and the Evolution of Language
. Harvard University Press: Cambridge, Massachusetts.",491ec2d99a62d518,"Dunbar, R",1996,"Grooming, Gossip, and the Evolution of Language
",,,,,,,8
2927,1912,"Horan, R. D., Bulte, E. H., and Shogren, J. F. (2008) Coevolution of human speech and trade. 
Journal of Economic Growth
, 13(4).",9fd4ff9fb36266f8,"Horan, R. D., Bulte, E. H., and Shogren, J. F",2008,Coevolution of human speech and trade,"Economic Growth
",,,,,,9
2928,1912,"Nettle, D. (2006) Language: Costs and benefits of a specialised system for social information transmission. In J. Wells and et al., editors, 
Social Information Transmission and Human Biology.",1ab1de6c7a2f4074,"Nettle, D",2006,Language: Costs and benefits of a specialised system for social information transmission,J. Wells and et al.,,,,,,10
2929,1917,"Borgstrøm, Carl Hj. (1941): A Linguistic Survey of the Gaelic Dialects of Scotland. Vol. II. The Dialects of Skye and Ross-shire. Norsk Tidsskrift for Sprogvidenskap. Norwegian Universities Press, Oslo, 1941.",d23052629342f7cc,"Borgstrøm, Carl Hj",1941,A Linguistic Survey of the Gaelic Dialects of Scotland,,,,,,,11
2930,1917,"Dorian, Nancy C. (1978): East Sutherland Gaelic: The Dialect of the Brora, Golspie, and Embo Fishing Communities. Dublin Institute for Advanced Studies, Dublin, 1978.",13106e324ae197a4,"Dorian, Nancy C",1978,"East Sutherland Gaelic: The Dialect of the Brora, Golspie, and Embo Fishing Communities",Institute for Advanced Studies,,,,,,12
2931,1917,"Dorian, Nancy C. (1981): Language Death: The Life Cycle of a Scottish Gaelic Dialect. University of Pennsylvania Press, Philadelphia, 1981.",28f9f336a38a0a4f,"Dorian, Nancy C",1981,Language Death: The Life Cycle of a Scottish Gaelic Dialect,,,,,,,13
2932,1917,"Duwe, Kurt (1977): Die gälische Sprache im heutigen Schottland. In: Europa Ethnica. Vol. 2/1977, Verlag Wilhelm Braumüller, Wien, 1977.",354bc93e49638530,"Duwe, Kurt",1977,Die gälische Sprache im heutigen Schottland,,,,,,,14
2933,1917,"Holmer, Nils M. (1938): Studies in Argyllshire Gaelic. Skrifter Utgivna av K. Humanistika Vetenskaps-Samfundet i Uppsala. Uppsala, 1938.",672e335bffc5018b,"Holmer, Nils M",1938,Studies in Argyllshire Gaelic,Argyllshire Gaelic. Skrifter Utgivna av K. Humanistika Vetenskaps-Samfundet i Uppsala. Uppsala,,,,,,15
2934,1917,"Holmer, Nils M. (1957): The Gaelic of Arran. Dublin Institute for Advanced Studies, Dublin, 1957.",de8638d1aabd226b,"Holmer, Nils M",1957,The Gaelic of Arran,Institute for Advanced Studies,,,,,,16
2935,1917,"Holmer, Nils M. (1962): The Gaelic of Kintyre. Dublin Institute for Advanced Studies, Dublin, 1962.",f226d2e7934978da,"Holmer, Nils M",1962,The Gaelic of Kintyre,Institute for Advanced Studies,,,,,,17
2936,1917,"Mitchell, Ian (1994): How the North’s Linguistic Frontier was Re-drawn. West Highland Free Press, 1994.",0812ed28b5e5f24b,"Mitchell, Ian",1994,How the North’s Linguistic Frontier was Re-drawn,,,,,,,18
2937,1917,"Thomson, Derrick S. (1976): Gàidhlig an Albainn: Beagan Eachdraidh. In: Tomson, Derrick S. (ed.): Gàidhlig ann an Albainn. Gaelic in Scotland. Gairm, Glaschu, 1976.",5b025dabef306509,"Thomson, Derrick S",1976,Gàidhlig an Albainn: Beagan Eachdraidh,Scotland. Gairm,,,,,,19
2938,1917,"Withers, Charles W. J. (1984): Gaelic in Scotland 1698 – 1981. The Geographical History of a Language. John Donald Publishers Ltd., Edinburgh, 1984.",677b65cef58c6f99,"Withers, Charles W. J",1984,Gaelic in Scotland 1698 – 1981,Scotland 1698 – 1981. The Geographical History of a Language. John Donald Publishers Ltd.,,,,,,20
2939,1936,"Linguistics
 - Advances in Forensic Stylistics - McMenamin (2002).pdf English/Forensics/Forensic Neuropathology and Neurology (2006).pdf English/Forensics/Forensic Pathology - Time of Death, Decomposition and",b3a5036f6d075a2f,"Linguistics
 - Advances in Forensic Stylistics - McMenamin",2002,pdf English/Forensics/Forensic Neuropathology and Neurology (2006),Forensic Stylistics - McMenamin (2002).pdf English/Forensics/Forensic Neuropathology and Neurology (2006).pdf English/Forensics/Forensic Pathology - Time of Death,,,,,,9
2940,1954,"Abraham, P. T. (1985) Apatani Grammar. Mysore: Central Institute of Indian Languages.",40e29edfc4bf1eff,"Abraham, P. T",1985,Apatani Grammar,,,,,,,12
2941,1954,"Abraham, R. C. (1968) The Principles of Tiv. Farnborough, England: Gregg International Publishers.",19cefb9c65585990,"Abraham, R. C",1968,The Principles of Tiv,,,,,,,13
2942,1954,"Bach, Emmon, and Robert T. Harms (1972) How Do Languages Get Crazy Rules. In R.P. Stockwell and R.K.S. Macauley (eds.), Linguistic Change and Generative Theory. Bloomington, Indiana: Indiana University Press.",47eece30489283d6,"Bach, Emmon, and Robert T. Harms",1972,How Do Languages Get Crazy Rules,R.P. Stockwell and R.K.S. Macauley (eds.),,,,,,14
2943,1954,"Carlin, Eithne (1993) The So Language. Köln: Institut für Afrikanistik – Universität zu Köln.",8398784e40d347d8,"Carlin, Eithne",1993,The So Language,,,,,,,15
2944,1954,"Carlson, Robert (1994) A grammar of Supyire. Berlin: Mouton de Gruyter.",ac40d4fd11931b26,"Carlson, Robert",1994,A grammar of Supyire,,,,,,,16
2945,1954,"Jacobs, Melville (1931) A Sketch of Northern Sahaptin Grammar. Seattle: University of Washington Press.",1d972f53641577f3,"Jacobs, Melville",1931,A Sketch of Northern Sahaptin Grammar,,,,,,,17
2946,1954,"Lupardus, Karen Jacque (1982) The Language of the Alabama Indians. Ann Arbor: UMI.",70f870a245bfcbe0,"Lupardus, Karen Jacque",1982,The Language of the Alabama Indians,,,,,,,18
2947,1954,"Meier, Paul, Inge Meier, and John Bendor-Samuel (1975) A Grammar of Izi: An Igbo Language. Norman: Summer Institute of Linguistics.",734b4bf5111b824b,"Meier, Paul, Inge Meier, and John Bendor-Samuel",1975,A Grammar of Izi: An Igbo Language,,,,,,,19
2948,1954,"Oates, Lynette F. (1988) The Muruwari Language. Canberra: Pacific Linguistics.",0709918f4a418131,"Oates, Lynette F",1988,The Muruwari Language,,,,,,,20
2949,1954,"Prasad, Bal Ram (1991) Mising Grammar. Mysore: Central Institute of Indian Languages.",a5ece8ac548cfebd,"Prasad, Bal Ram",1991,Mising Grammar,,,,,,,21
2950,1954,"Roberts, John R. (1987) Amele. New York: Croom Helm.",7d199d710b2dcee3,"Roberts, John R",1987,Amele,,,,,,,22
2951,1954,"Robins, R. H. (1958) The Yurok Language: Grammar, Texts, Lexicon. Berkeley: University of California Press.",1817247318a2affd,"Robins, R. H",1958,"The Yurok Language: Grammar, Texts, Lexicon",,,,,,,23
2952,1954,"Rood, David S. (1976) Wichita Grammar. New York: Garland Publishing, Inc.",0c61b5b29bd6e1fc,"Rood, David S",1976,Wichita Grammar,,,,,,,24
2954,1954,"Vihman, Marilyn May (1996) Phonological Development: The Origins of Language in the Child. Cambridge, Mass.: Blackwell.",5aed57e15a6a8a82,"Vihman, Marilyn May",1996,Phonological Development: The Origins of Language in the Child,,,,,,,26
2955,1963,"Astås, R. (1985): “Ordtak i Stjórn I,” in Bibliotheca Arnamagnaena. Vol. XXXVIII. Oslo.",6dd60cd02980514c,"Astås, R",1985,"“Ordtak i Stjórn I,” in Bibliotheca Arnamagnaena",,,,,,,11
2956,1963,"Astås, R. (1987): Et bibelverk fra Middelalderen: Studier i Stjórn. Oslo: Novus.",f9e8d33239fdf06f,"Astås, R",1987,Et bibelverk fra Middelalderen: Studier i Stjórn,,,,,,,12
2957,1963,"Danielsen, R., S. Dyrvik, T. Grønli, K. Helle and E. Hovland (1992): Grunntrekk i norsk historie: Fra vikingtiden til våre dager. Oslo,  Universitetsforlaget.",ae4c6d76e91e1c4f,"Danielsen, R., S. Dyrvik, T. Grønli, K. Helle and E. Hovland",1992,Grunntrekk i norsk historie: Fra vikingtiden til våre dager,,,,,,,13
2958,1963,"Gløersen, I. (1972): Kongespeilet og 
Las Siete Partidas
. Oslo, Universitetsforlaget.",057215eda6c9a177,"Gløersen, I",1972,"Kongespeilet og 
Las Siete Partidas
",,,,,,,14
2959,1963,"Kværness, G. (1996): Ein kan godt blote bere det skjer i løyndom. Kristenrettane i Gulatingslova og Grágás og forholdet mellom dei. Oslo, Kult Skriftserie 65.",81e3add0869e87e0,"Kværness, G",1996,Ein kan godt blote bere det skjer i løyndom,Kult Skriftserie,,,,,,15
2961,1963,"Unger, C. R. (Ed.) (1862): Stjorn. Gammelnorsk Bibelhistorie fra Verdens Skabelse til det Babyloniske Fangenskap. Christiania: Feilberg & Landmarks Forlag.",25e07396cdf51f19,"Unger, C. R. (Ed.)",1862,Stjorn,,,,,,,17
2962,1975,"Little doe Fermino, Jessie (2000). An Introduction to Wampanoag Grammar. Cambridge, Mass.: Massachusetts Institute of Technology.",c809ca475430f41a,"Little doe Fermino, Jessie",2000,An Introduction to Wampanoag Grammar,,,,,,,58
2963,1975,"Moondancer and Strong Woman. (1996). Understanding Algonquian Indian Words (New England). Rev ed. 2001. Newport, RI: Aquidneck Indian Council.",3339bcde41e45cac,Moondancer and Strong Woman,1996,Understanding Algonquian Indian Words (New England),,,,,,,59
2964,1975,"Nichols, Benjamin R. (1882). “Index to Cotton’s Ms. Vocabulary of the Massachusetts (Indian ) Language.” Boston, MA: Manuscript of the Massachusetts Historical Society.",f451aca0321d5fc0,"Nichols, Benjamin R",1882,“Index to Cotton’s Ms,R. (1882). “Index to Cotton’s Ms. Vocabulary of the Massachusetts (Indian ) Language.” Boston,,,,,,60
2965,2004,"Alinei, Mario (1980), Dialect: A Dialectical Approach, in Dialekt und Dialektologie, Ergebnisse des internationalen Symposions ""Der Theorie des Dialekts"" (Mahrburg/Lahn 1977), hrsg. von J. Göschel, P. Ivic, K. Kehr, Wiesbaden, pp. 11-42",0b5f4019935e95fe,"Alinei, Mario",1980,Der Theorie des Dialekts,Dialekt und Dialektologie,,11-42,,,,16
2966,2004,"Alinei, Mario (1983), ""Arc-en-ciel"", in ALEuropae I, 1, Assen, Cartes 6-9, Commentaire, pp. 47-80.",04a2cef721240051,"Alinei, Mario",1983,Arc-en-ciel,ALEuropae I,,47-80,,,,17
2967,2004,"Alinei, Mario (1984), Dal totemismo al cristianesimo popolare. Sviluppi semantici nei dialetti italiani ed europei, Alesssandria.",9d9520b4b2082437,"Alinei, Mario",1984,Dal totemismo al cristianesimo popolare,,,,,,,18
2968,2004,"Alinei, Mario (1985), Evidence for Totemism in European Dialects, in «International Journal of American Linguistics» 51 (dedicated to Eric Pratt Hamp), pp. 331-334.",190a2f1f6cab232e,"Alinei, Mario",1985,"Evidence for Totemism in European Dialects, in «International Journal of American Linguistics» 51 (dedicated to Eric Pratt Hamp), pp",European Dialects,,331-334,,,,19
2969,2004,"Alinei, Mario (1986), ""Belette"", in Atlas Linguarum Europae I, 2, Assen/Maasstricht, pp.145-224.",ef4b10d500bf5d74,"Alinei, Mario",1986,Belette,Atlas Linguarum Europae I,,145-224,,,,20
2970,2004,"Alinei, Mario (1988), Slavic baba and other 'old women' in European dialects. A semantic comparison, in Wokol jezyka. Rozprawy i studia poswiecone pamieci profesora M. Szymczaka, Wroclaw, pp. 41-51.",25a0b7b7264f8639,"Alinei, Mario",1988,Slavic baba and other 'old women' in European dialects,European dialects. A semantic comparison,,41-51,,,,21
2971,2004,"Alinei, Mario (1992), The problem of dating in historical linguistics, SLE Presidential Lecture, in «Folia Historica Linguistica», XII/1-2, Societas Linguistica Europea, 1991 [1992] pp. 107-125.",4686df886bd2358b,"Alinei, Mario",1992,"The problem of dating in historical linguistics, SLE Presidential Lecture, in «Folia Historica Linguistica», XII/1-2, Societas Linguistica Europea, 1991 [1992] pp",,,107-125,,,,22
2972,2004,"Alinei, Mario (1996), Origini delle lingue d'Europa. Vol. I: La Teoria della Continuità, Il Mulino, Bologna Alinei, Mario (1997a), Noël. Commentaire et cartes, in Atlas Linguarum Europae I, pp. 253-291.",2f13c29747741ce4,"Alinei, Mario",1996,Origini delle lingue d'Europa,Atlas Linguarum Europae I,,253-291,,,,23
2973,2004,"Alinei Mario (1997); Magico-religious motivations in european dialects: a contribution to archaeolinguistic, in Dialectologia et Geolinguistica, 5, pp. 3-30.",a1e38a114081f17b,Alinei Mario,1997,"; Magico-religious motivations in european dialects: a contribution to archaeolinguistic, in Dialectologia et Geolinguistica, 5, pp",Dialectologia et Geolinguistica,,3-30,,,,24
2974,2004,"Alinei Mario (1997); L'aspect magico-religieux dans la zoonymie populaire, in Les zoonymes (Publications de la Faculté des Lettres, Arts, et Sciences Humaines de Nice, Nouvelle série, n. 38), pp. 9-22.",a661a2ea04b87c08,Alinei Mario,1997,"; L'aspect magico-religieux dans la zoonymie populaire, in Les zoonymes (Publications de la Faculté des Lettres, Arts, et Sciences Humaines de Nice, Nouvelle série, n",Les zoonymes (Publications de la Faculté des Lettres,,9-22,,,,25
2975,2004,"Alinei, Mario (2000), Origini delle lingue d'Europa. Vol. II: Continuità dal Mesolitico all’età del Ferro nelle principali aree etnolinguistiche, Il Mulino, Bologna.",3362e30c16d45bb3,"Alinei, Mario",2000,Origini delle lingue d'Europa,,,,,,,26
2976,2004,"Camps, Gabriel (1988), Préhistoire d'une île. Les origines de la Corse, Editions Errance, Paris.",5d9ae5311c19673f,"Camps, Gabriel",1988,Préhistoire d'une île,,,,,,,31
2977,2004,"Häusler, Alexander (1998), Überlegungen zum Ursprung der Indogermanen, in K. Julku e K. Wiik (curr.), The Roots of Peoples and Languages of Northern Eurasia (Turku 30.5-1.6.1997), Societas Historiae Fenno-Ugricae, Turku.",0c7ed66eb0bc33d5,"Häusler, Alexander",1998,"Überlegungen zum Ursprung der Indogermanen, in K",K. Julku e K. Wiik (curr.),,,,,,34
2978,2004,"Kozowsky, Janusz K. e Marcel Otte (1994), Il Paleolitico superiore in Europa, in Guilaine, Jean, Salvatore Settis (edd.), Storia d'Europa, 2 voll., Einaudi, Torino, Vol. I (Preistoria e antichità), pp. 29-102.",ed3de033fbf43f5f,"Kozowsky, Janusz K. e Marcel Otte",1994,"Il Paleolitico superiore in Europa, in Guilaine, Jean, Salvatore Settis (edd",Europa,,29-102,,,,38
2979,2004,"Lewthwaite, James (1983), The Neolithic of Corsica, in Scarre, Christopher (Ed.) (1983), Ancient France. Neolithic societies and their landscape 6000-2000 bc, pp. 146-183.",69418b32ea66ac20,"Lewthwaite, James",1983,"The Neolithic of Corsica, in Scarre, Christopher (Ed",Scarre,,146-183,,,,39
2980,2004,"Meinander, Carl Fredrik (1973), Studies in the Anthropology of the Finno-Ugrian Peoples, Helsinki.",ad595aa30623f9d8,"Meinander, Carl Fredrik",1973,"Studies in the Anthropology of the Finno-Ugrian Peoples, Helsinki",,,,,,,40
2981,2004,"Nuñez, Milton G. (1987), A model for the early settlement of Finland, in «Fennoscandia archaeologica» IV, 3-18.",59035be3a9a37871,"Nuñez, Milton G",1987,"A model for the early settlement of Finland, in «Fennoscandia archaeologica» IV, 3-18",,,,,,,41
